MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.208300,44.000000,5.323204,0.917127,846.000000,2.337017,37.470000,-122.200000,2.782000
2.891000,11.000000,3.764323,1.238281,2166.000000,2.820312,34.190000,-118.440000,1.781000
3.782100,5.000000,5.505764,1.015850,2179.000000,3.139769,36.790000,-119.890000,0.804000
3.694900,4.000000,5.733651,1.128747,4631.000000,3.154632,35.140000,-118.480000,1.158000
4.386400,28.000000,5.089552,1.113433,1428.000000,2.131343,37.890000,-122.070000,2.668000
5.252700,25.000000,6.770492,1.010246,1464.000000,3.000000,38.280000,-122.040000,1.306000
3.818500,27.000000,5.326360,0.940028,2447.000000,3.412831,33.140000,-117.060000,1.372000
3.125000,11.000000,47.515152,11.181818,82.000000,2.484848,38.420000,-120.190000,0.775000
3.146200,19.000000,2.765306,1.119048,2079.000000,1.414286,37.780000,-122.420000,1.875000
4.350000,36.000000,5.962343,1.025105,573.000000,2.397490,37.950000,-122.320000,1.850000
3.230800,34.000000,4.595908,1.171355,775.000000,1.982097,33.050000,-117.300000,3.313000
2.096200,28.000000,6.413242,1.381279,1093.000000,2.495434,40.280000,-123.840000,0.740000
3.039600,16.000000,4.837563,1.130288,1946.000000,3.292724,34.030000,-117.680000,1.243000
3.366900,23.000000,5.091603,1.007634,1510.000000,2.881679,32.810000,-116.920000,1.589000
1.801500,26.000000,3.540816,1.043367,515.000000,1.313776,33.770000,-118.090000,0.620000
2.601200,16.000000,5.280738,1.014344,1232.000000,2.524590,39.150000,-123.190000,1.256000
4.010900,36.000000,5.786517,1.022472,863.000000,3.232210,37.690000,-122.150000,1.929000
2.428600,32.000000,5.029825,1.078947,1705.000000,2.991228,36.770000,-119.830000,0.681000
2.631000,29.000000,5.148024,1.027754,3595.000000,3.023549,39.160000,-123.220000,1.096000
3.035200,41.000000,5.400901,1.009009,1143.000000,2.574324,37.970000,-121.260000,0.698000
2.763900,17.000000,4.652661,0.921569,948.000000,2.655462,40.930000,-124.110000,0.902000
4.187500,13.000000,6.296053,1.115132,930.000000,3.059211,33.780000,-117.110000,1.612000
3.152800,43.000000,5.423773,1.028424,1276.000000,3.297158,33.920000,-118.170000,1.668000
2.989600,33.000000,4.406742,1.038202,1693.000000,3.804494,34.430000,-119.680000,2.360000
1.282600,48.000000,2.386555,0.873950,422.000000,3.546218,33.960000,-118.210000,1.455000
5.694500,36.000000,6.191489,1.021277,124.000000,2.638298,37.590000,-120.590000,1.542000
2.596600,32.000000,3.671053,0.991776,2361.000000,3.883224,33.960000,-118.220000,1.709000
1.937500,43.000000,5.239669,1.096419,1153.000000,3.176309,33.990000,-118.290000,1.129000
4.660200,22.000000,5.767123,0.969863,993.000000,2.720548,37.940000,-122.050000,2.278000
2.241100,20.000000,3.835570,1.161074,578.000000,1.939597,37.960000,-122.040000,1.518000
6.392300,27.000000,5.907357,1.027248,2009.000000,2.737057,37.320000,-122.020000,3.483000
6.677200,13.000000,7.377072,1.067680,2288.000000,3.160221,34.680000,-118.170000,1.856000
4.662900,12.000000,6.827985,1.123235,2439.000000,3.130937,34.680000,-118.120000,1.315000
2.365400,34.000000,5.590631,1.138493,1150.000000,2.342159,38.090000,-120.560000,0.949000
3.687500,36.000000,5.861940,1.059701,1001.000000,3.735075,32.690000,-117.080000,1.114000
3.554700,31.000000,5.552239,1.014925,479.000000,7.149254,35.950000,-121.320000,2.000000
3.130500,25.000000,4.310078,1.124031,985.000000,1.908915,33.640000,-117.920000,2.688000
3.966700,27.000000,5.793003,1.090379,961.000000,2.801749,36.950000,-122.040000,2.658000
5.342300,16.000000,4.336088,1.060606,515.000000,1.418733,33.660000,-117.830000,2.917000
0.914200,52.000000,2.015345,1.184143,805.000000,2.058824,32.720000,-117.160000,1.625000
2.933800,11.000000,5.977162,1.055465,1686.000000,2.750408,40.650000,-122.310000,1.416000
4.758300,35.000000,6.609428,1.043771,919.000000,3.094276,34.230000,-118.480000,2.586000
