MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.687500,44.000000,4.524476,0.993007,457.000000,3.195804,34.040000,-118.150000,1.625000
3.991700,25.000000,5.576364,1.034545,1602.000000,2.912727,38.330000,-122.820000,2.441000
1.690000,18.000000,4.423529,1.145882,994.000000,2.338824,34.140000,-116.320000,0.542000
3.964300,52.000000,4.797980,1.020202,467.000000,2.358586,37.840000,-122.260000,1.888000
6.670400,25.000000,6.829317,1.022088,1503.000000,3.018072,33.880000,-117.990000,2.406000
1.608000,39.000000,4.181548,1.008929,1489.000000,4.431548,34.060000,-117.660000,0.918000
3.857100,52.000000,5.044944,1.019262,1350.000000,2.166934,37.770000,-122.470000,3.667000
3.312500,4.000000,4.198210,1.164962,1512.000000,1.933504,33.570000,-117.700000,1.385000
2.715300,16.000000,5.582915,1.135678,317.000000,1.592965,37.300000,-121.930000,2.333000
3.062500,17.000000,4.680556,0.994048,884.000000,1.753968,37.690000,-122.450000,0.875000
6.114200,35.000000,4.825243,0.954693,779.000000,2.521036,34.190000,-118.460000,2.563000
4.770300,52.000000,5.070905,0.980440,1136.000000,2.777506,37.750000,-122.480000,3.310000
3.600000,37.000000,4.349727,0.956284,740.000000,4.043716,33.900000,-118.100000,1.564000
3.604200,21.000000,5.619883,1.005848,1051.000000,3.073099,38.330000,-122.310000,1.833000
2.276500,38.000000,5.603175,1.199546,1661.000000,3.766440,34.160000,-118.150000,1.466000
4.443200,35.000000,5.322078,1.012987,1286.000000,3.340260,34.230000,-118.430000,1.815000
4.000000,24.000000,4.848066,1.008287,952.000000,2.629834,37.700000,-122.170000,2.026000
15.000100,15.000000,8.062044,1.003650,735.000000,2.682482,33.620000,-117.870000,5.000010
1.663500,37.000000,4.990196,1.044118,663.000000,3.250000,36.510000,-119.560000,0.670000
2.651800,40.000000,5.573718,1.019231,744.000000,2.384615,38.290000,-122.300000,1.561000
3.408700,45.000000,4.679487,1.012821,672.000000,2.871795,34.150000,-118.070000,2.092000
4.261400,36.000000,5.690385,1.017308,1125.000000,2.163462,37.290000,-121.890000,2.688000
6.016200,20.000000,5.639831,0.983051,1275.000000,2.701271,33.820000,-118.030000,3.185000
2.025000,43.000000,4.303279,1.032787,820.000000,3.360656,34.070000,-118.120000,2.156000
4.025000,16.000000,4.907480,1.063976,2805.000000,2.760827,38.000000,-122.290000,1.732000
2.333300,32.000000,5.816976,1.140584,1074.000000,2.848806,34.650000,-120.470000,1.302000
13.294900,4.000000,9.104216,1.077963,3898.000000,3.101034,37.820000,-121.890000,5.000010
3.975000,18.000000,3.908163,0.959184,487.000000,4.969388,33.800000,-117.990000,1.625000
3.020800,42.000000,5.233184,0.975336,892.000000,2.000000,38.580000,-121.440000,1.488000
5.118400,41.000000,6.088235,1.041176,804.000000,2.364706,37.800000,-122.200000,2.396000
6.365400,26.000000,7.361065,1.024958,1839.000000,3.059900,34.450000,-119.840000,3.312000
3.261700,10.000000,3.929142,1.051896,2032.000000,2.027944,37.450000,-121.920000,2.522000
3.395800,39.000000,5.006211,1.062112,912.000000,2.832298,37.770000,-122.170000,1.419000
1.610200,14.000000,4.488593,1.142586,1831.000000,3.480989,32.740000,-117.100000,0.934000
2.875000,29.000000,4.182065,1.067935,1460.000000,1.983696,33.770000,-118.160000,2.325000
4.791700,34.000000,6.112329,0.986301,1035.000000,2.835616,37.250000,-121.920000,2.432000
3.284700,35.000000,6.218868,1.075472,792.000000,2.988679,36.090000,-119.560000,0.647000
3.745900,33.000000,5.198822,1.030928,2959.000000,4.357879,34.010000,-117.970000,1.529000
5.205100,13.000000,6.842444,0.995177,1948.000000,3.131833,38.680000,-121.260000,1.674000
5.087400,36.000000,5.637255,0.964052,799.000000,2.611111,33.730000,-118.310000,3.685000
3.034100,27.000000,4.541555,1.053619,1890.000000,5.067024,33.910000,-118.230000,0.891000
1.961200,32.000000,4.343220,1.097458,874.000000,3.703390,35.370000,-118.960000,0.534000
5.629200,24.000000,6.454955,0.983108,2444.000000,2.752252,37.940000,-122.040000,2.314000
6.163600,28.000000,6.380952,0.982143,363.000000,2.160714,37.760000,-122.460000,3.677000
2.430600,36.000000,5.140845,1.091549,476.000000,3.352113,34.000000,-117.370000,0.889000
5.739300,52.000000,4.818627,1.205882,578.000000,2.833333,34.060000,-118.320000,5.000010
10.018700,20.000000,8.496377,1.166667,890.000000,3.224638,37.210000,-121.950000,5.000010
1.814400,19.000000,4.348558,1.146635,2051.000000,4.930288,35.790000,-119.100000,0.498000
5.832400,17.000000,6.457961,1.060823,1734.000000,3.101968,36.900000,-121.290000,3.742000
2.397100,17.000000,4.654867,1.055310,1476.000000,1.632743,37.280000,-121.850000,0.875000
5.312900,15.000000,5.547619,1.016484,1559.000000,2.855311,33.050000,-117.240000,1.692000
7.719700,4.000000,6.153846,0.769231,55.000000,4.230769,33.890000,-117.420000,1.938000
4.363600,28.000000,6.138021,1.062500,1162.000000,3.026042,34.670000,-118.220000,1.797000
2.335900,40.000000,4.479760,1.034483,2144.000000,3.214393,34.020000,-118.130000,1.893000
5.009200,24.000000,6.487805,0.892683,656.000000,3.200000,37.970000,-121.970000,2.441000
1.725000,52.000000,3.765152,0.977273,623.000000,2.359848,37.740000,-121.430000,1.115000
3.289800,49.000000,4.293217,0.951860,1329.000000,2.908096,34.170000,-118.130000,2.000000
2.616700,42.000000,4.061008,0.864721,1271.000000,3.371353,37.990000,-122.340000,0.851000
3.008600,27.000000,5.254425,1.188053,863.000000,1.909292,38.610000,-121.380000,1.269000
5.560800,35.000000,5.948819,1.078740,873.000000,3.437008,34.280000,-118.480000,2.267000
2.281300,29.000000,3.446397,0.992970,1002.000000,1.760984,32.750000,-117.140000,1.181000
7.597500,16.000000,7.116147,1.008499,795.000000,2.252125,33.000000,-117.240000,3.691000
2.384300,29.000000,5.328413,1.202952,1038.000000,3.830258,33.820000,-117.910000,1.829000
3.217100,14.000000,3.284369,1.009416,1494.000000,2.813559,34.150000,-118.270000,2.308000
5.533700,52.000000,5.188940,0.894009,1033.000000,2.380184,37.770000,-122.270000,3.720000
3.083300,50.000000,4.641161,1.071240,1724.000000,2.274406,34.050000,-118.360000,3.381000
1.234700,16.000000,3.666667,1.082508,930.000000,3.069307,32.750000,-117.080000,1.281000
7.297200,26.000000,7.471344,1.038538,2909.000000,2.874506,34.010000,-117.140000,2.696000
1.549100,20.000000,1.640000,0.680000,87.000000,3.480000,34.060000,-118.250000,2.250000
3.921900,37.000000,4.024024,0.975976,928.000000,2.786787,34.120000,-118.000000,1.750000
2.615400,44.000000,5.156499,1.214854,981.000000,2.602122,34.020000,-118.370000,1.932000
3.526800,29.000000,4.423338,1.062415,1969.000000,2.671642,33.860000,-118.080000,2.155000
5.102100,27.000000,5.779582,0.993039,1171.000000,2.716937,37.970000,-122.000000,2.028000
3.052000,17.000000,3.355781,1.019695,4116.000000,2.614994,34.150000,-118.240000,2.098000
2.580900,52.000000,4.700280,1.081232,1220.000000,3.417367,37.750000,-122.410000,2.553000
1.755200,24.000000,4.418502,1.105727,1098.000000,4.837004,39.350000,-121.650000,0.864000
1.471200,41.000000,3.556962,1.088608,807.000000,2.553797,38.570000,-121.500000,0.946000
6.172600,18.000000,4.707938,1.234648,3408.000000,1.701448,33.970000,-118.460000,5.000010
2.303000,27.000000,4.284024,1.195266,978.000000,2.893491,34.430000,-119.730000,2.610000
4.234400,52.000000,4.165644,0.809816,483.000000,2.963190,34.120000,-118.190000,1.625000
1.593300,37.000000,3.998331,1.046745,2489.000000,4.155259,32.690000,-117.110000,0.863000
4.437500,52.000000,5.436364,1.130909,506.000000,1.840000,37.760000,-122.400000,3.200000
8.393100,9.000000,7.388302,1.129669,4005.000000,2.822410,33.840000,-117.790000,3.653000
2.070000,30.000000,3.132416,1.029235,4336.000000,3.728289,34.100000,-118.200000,1.545000
2.189800,28.000000,3.865620,1.024433,830.000000,1.448517,37.730000,-122.150000,1.417000
1.859400,12.000000,3.755404,1.095563,2000.000000,2.275313,32.740000,-117.020000,1.192000
3.590900,38.000000,4.263066,1.108014,1312.000000,2.285714,34.020000,-118.390000,2.794000
7.269200,40.000000,6.816425,1.070048,907.000000,2.190821,34.130000,-118.310000,4.987000
1.725000,43.000000,4.631579,1.105263,119.000000,6.263158,38.590000,-121.500000,0.675000
2.388200,43.000000,3.590226,1.067669,585.000000,2.199248,37.770000,-122.240000,1.625000
3.236100,28.000000,3.654054,0.956757,543.000000,2.935135,34.100000,-118.070000,1.875000
4.721600,41.000000,5.796791,0.954545,1171.000000,3.131016,33.690000,-118.330000,3.119000
4.967600,22.000000,5.598291,1.107692,1746.000000,2.984615,34.230000,-118.570000,2.219000
4.116500,26.000000,4.937500,0.998047,2677.000000,5.228516,37.320000,-121.810000,1.649000
3.191200,33.000000,5.288754,1.039514,638.000000,1.939210,36.630000,-121.930000,3.198000
5.847900,25.000000,6.611554,1.057769,1560.000000,3.107570,37.260000,-121.890000,2.633000
6.351600,40.000000,5.943231,1.048035,559.000000,2.441048,34.010000,-118.450000,3.543000
