MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.736100,7.000000,7.464968,1.117834,846.000000,2.694268,34.490000,-117.270000,1.745000
8.944000,30.000000,7.170455,1.087500,1776.000000,2.018182,34.100000,-118.390000,5.000010
3.056800,41.000000,5.953202,1.071429,973.000000,2.396552,35.380000,-118.960000,0.856000
3.256900,15.000000,5.444444,1.089947,891.000000,2.357143,36.840000,-119.770000,1.244000
2.846200,39.000000,3.861035,0.978202,1450.000000,3.950954,33.790000,-118.270000,1.720000
4.071400,42.000000,5.843501,1.092838,1012.000000,2.684350,34.190000,-118.130000,2.340000
4.666700,4.000000,5.858696,0.858696,571.000000,3.103261,32.720000,-116.980000,2.233000
4.775000,35.000000,5.073559,1.083499,1850.000000,3.677932,34.240000,-118.400000,1.795000
1.856400,37.000000,3.814815,1.050754,2586.000000,3.547325,34.030000,-118.300000,1.875000
1.937500,35.000000,4.386252,1.037643,2188.000000,3.581015,37.940000,-121.280000,0.567000
12.429100,34.000000,9.666667,1.121864,810.000000,2.903226,37.580000,-122.370000,5.000010
3.802100,45.000000,4.876457,1.051282,1190.000000,2.773893,33.990000,-118.430000,3.230000
3.160700,52.000000,4.313679,1.113208,779.000000,1.837264,33.990000,-118.450000,3.390000
3.421900,32.000000,5.228228,1.120120,872.000000,2.618619,34.130000,-117.870000,1.945000
3.209300,32.000000,4.788406,1.034783,2032.000000,2.944928,33.980000,-118.070000,1.678000
3.071400,31.000000,4.231379,1.049128,1535.000000,2.432647,34.040000,-118.440000,3.478000
4.722800,36.000000,5.417431,1.009174,775.000000,3.555046,34.240000,-118.420000,1.838000
4.112800,7.000000,5.420091,1.098935,1921.000000,2.923896,33.180000,-117.190000,2.097000
6.691600,2.000000,9.769984,1.440457,1787.000000,2.915171,34.380000,-118.610000,3.295000
4.597200,19.000000,9.791139,2.097046,1334.000000,2.814346,34.210000,-117.120000,1.239000
4.351300,12.000000,6.184840,1.065824,4074.000000,2.708777,33.070000,-117.140000,1.996000
4.265400,8.000000,5.936583,1.034058,5804.000000,3.408103,33.930000,-117.250000,1.376000
1.979700,36.000000,5.742138,1.034591,1068.000000,3.358491,38.960000,-121.620000,1.188000
4.769500,23.000000,4.933970,1.103388,2690.000000,2.337098,37.770000,-122.270000,2.917000
2.777800,19.000000,4.616848,0.967391,994.000000,2.701087,36.810000,-119.730000,0.797000
7.273100,4.000000,8.861439,1.343750,5613.000000,3.309552,33.020000,-117.150000,4.504000
4.986700,7.000000,4.826748,1.056231,3223.000000,2.449088,37.510000,-122.000000,1.817000
2.101000,51.000000,5.311111,1.088889,662.000000,3.677778,36.730000,-119.810000,0.567000
2.032900,30.000000,3.905838,1.003766,1311.000000,2.468927,33.740000,-118.290000,2.258000
3.233000,32.000000,5.751497,1.179641,951.000000,2.847305,34.390000,-119.510000,3.460000
2.750000,35.000000,5.639309,1.025918,1293.000000,2.792657,38.390000,-122.770000,1.975000
2.150900,16.000000,4.264228,1.134146,1252.000000,2.544715,34.930000,-120.440000,0.675000
4.986100,12.000000,7.123684,1.139474,1200.000000,3.157895,38.030000,-121.340000,1.335000
1.500000,32.000000,4.950943,1.188679,600.000000,2.264151,37.470000,-119.950000,0.915000
2.456700,43.000000,5.006579,1.072368,1456.000000,2.394737,35.620000,-120.690000,1.400000
1.604700,10.000000,4.866995,1.096880,1853.000000,3.042693,34.580000,-117.410000,0.734000
3.478400,17.000000,4.510533,1.028501,3537.000000,4.382900,34.080000,-117.980000,1.522000
2.787500,35.000000,4.483713,1.143322,1592.000000,2.592834,33.950000,-118.150000,2.090000
3.081200,38.000000,4.628337,1.098563,951.000000,1.952772,37.800000,-122.210000,2.331000
3.727300,21.000000,4.664345,1.026462,1952.000000,2.718663,36.970000,-121.980000,2.519000
2.346200,42.000000,3.750000,1.010163,2191.000000,4.453252,34.010000,-118.180000,1.273000
3.890600,34.000000,5.958525,0.990783,774.000000,3.566820,33.970000,-117.530000,1.410000
6.776900,12.000000,7.863248,1.085470,580.000000,2.478632,33.040000,-117.050000,4.000000
6.525400,38.000000,6.821510,0.988558,1063.000000,2.432494,34.180000,-117.990000,3.650000
9.080000,18.000000,8.925620,1.008264,382.000000,3.157025,37.210000,-121.870000,5.000010
1.907300,29.000000,5.635593,1.107345,1261.000000,3.562147,37.120000,-120.160000,0.792000
5.049900,32.000000,6.213873,0.982659,486.000000,2.809249,37.900000,-122.080000,3.068000
4.250000,33.000000,4.637584,0.852349,431.000000,2.892617,37.630000,-122.080000,1.926000
5.020000,26.000000,6.672727,1.010909,1616.000000,2.938182,38.660000,-121.250000,1.696000
3.875000,45.000000,4.664634,0.987805,608.000000,1.853659,37.920000,-122.530000,3.908000
4.427100,28.000000,5.743056,1.236111,703.000000,4.881944,36.860000,-121.730000,1.757000
6.781300,4.000000,7.037931,0.996552,1996.000000,3.441379,34.150000,-117.680000,2.863000
3.619600,38.000000,4.964602,0.967552,1369.000000,4.038348,33.990000,-118.080000,1.707000
3.469800,38.000000,5.339286,1.071429,598.000000,2.135714,34.160000,-118.460000,2.654000
1.730800,52.000000,4.231173,1.082312,1150.000000,2.014011,40.800000,-124.160000,0.805000
2.544500,24.000000,3.467697,1.026685,3818.000000,5.362360,34.060000,-118.030000,1.514000
3.450500,30.000000,4.531553,0.986650,1834.000000,2.225728,37.290000,-121.950000,2.600000
5.655800,38.000000,6.154472,1.008130,319.000000,2.593496,37.890000,-122.070000,2.633000
3.637500,25.000000,4.238754,1.069204,1054.000000,1.823529,34.160000,-118.370000,2.625000
