MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.664100,17.000000,5.577143,1.154286,511.000000,2.920000,40.850000,-121.070000,0.808000
3.579500,12.000000,6.857576,1.242424,913.000000,2.766667,37.470000,-121.110000,1.456000
1.664200,39.000000,3.504950,1.090759,1365.000000,2.252475,36.970000,-122.020000,2.813000
1.589300,17.000000,4.244337,1.066343,1912.000000,3.093851,36.070000,-119.040000,0.520000
4.849400,5.000000,6.653132,1.081206,2623.000000,3.042923,35.610000,-117.660000,0.872000
1.770800,24.000000,4.897898,1.021021,1042.000000,3.129129,40.110000,-122.170000,0.590000
3.742600,19.000000,6.129288,1.047493,963.000000,2.540897,39.180000,-121.080000,1.627000
2.713900,52.000000,5.389831,1.023729,844.000000,2.861017,33.970000,-118.320000,1.649000
4.089300,41.000000,4.805732,1.035032,821.000000,2.614650,33.800000,-118.130000,2.230000
3.037500,42.000000,5.652299,1.086207,1459.000000,4.192529,34.030000,-117.730000,1.181000
2.571900,32.000000,4.370253,1.031646,2677.000000,4.235759,33.900000,-118.190000,1.056000
4.666700,4.000000,6.892031,1.113478,8805.000000,3.233566,33.970000,-117.290000,1.606000
1.210100,40.000000,3.978218,1.027723,2219.000000,4.394059,36.760000,-119.770000,0.491000
8.612300,21.000000,8.056452,1.000000,1323.000000,3.556452,33.820000,-118.050000,3.867000
4.866700,34.000000,5.712418,1.000000,549.000000,3.588235,33.840000,-117.970000,1.868000
3.871900,29.000000,5.484674,1.022989,1392.000000,2.666667,32.800000,-117.120000,1.742000
2.711800,25.000000,3.841004,1.235983,2723.000000,2.278661,34.200000,-118.470000,2.817000
7.494000,22.000000,7.600836,1.047022,2468.000000,2.578892,37.990000,-122.470000,4.392000
8.443800,16.000000,7.512195,1.000000,1902.000000,3.313589,34.220000,-118.640000,3.900000
1.245000,42.000000,3.624254,1.125249,761.000000,1.512922,38.580000,-121.480000,1.375000
3.019700,26.000000,4.463700,0.955504,1325.000000,3.103044,33.210000,-117.260000,1.360000
2.648500,18.000000,4.235249,1.108046,2883.000000,2.209195,38.590000,-121.410000,1.145000
3.416700,31.000000,7.023256,1.131783,383.000000,2.968992,37.670000,-121.060000,1.969000
