MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
2.300000,25.000000,5.828179,0.958763,909.000000,3.123711,36.250000,-119.400000,1.328000
2.684800,26.000000,4.594268,1.095023,888.000000,1.339367,33.610000,-117.710000,0.741000
5.513700,15.000000,4.904437,1.010239,1382.000000,2.358362,33.630000,-117.730000,1.618000
4.453900,28.000000,4.889417,1.023781,3211.000000,3.818074,33.830000,-118.260000,1.922000
1.821400,10.000000,5.838983,1.271186,845.000000,2.387006,36.760000,-119.850000,0.801000
4.012500,37.000000,5.738589,1.074689,808.000000,3.352697,37.610000,-122.030000,1.614000
6.150900,20.000000,6.492308,1.030769,1008.000000,3.101538,33.060000,-117.290000,3.387000
4.150000,14.000000,6.517578,1.115234,1385.000000,2.705078,33.230000,-117.080000,2.722000
5.045200,40.000000,5.431624,1.179487,725.000000,3.098291,33.900000,-118.360000,2.319000
5.011100,16.000000,6.157757,1.075619,4911.000000,3.201434,34.010000,-117.830000,2.129000
4.566200,33.000000,5.746835,1.028481,768.000000,2.430380,32.800000,-117.000000,1.503000
2.338200,38.000000,3.703767,1.114726,1759.000000,3.011986,34.020000,-118.470000,2.975000
3.028800,40.000000,5.125506,1.040486,547.000000,2.214575,38.130000,-121.730000,1.644000
1.386700,30.000000,2.624074,1.090741,1615.000000,2.990741,34.050000,-118.290000,1.938000
2.665200,22.000000,4.152302,0.956316,3134.000000,3.700118,34.280000,-118.400000,1.648000
4.049100,36.000000,6.720365,1.167173,868.000000,2.638298,32.790000,-117.020000,1.479000
3.198900,31.000000,4.376310,1.052411,3310.000000,3.469602,34.150000,-119.190000,1.854000
2.400600,24.000000,5.700508,1.172589,1291.000000,3.276650,36.600000,-119.810000,0.764000
1.650900,17.000000,6.153846,1.487179,333.000000,2.846154,33.690000,-114.560000,0.857000
5.182400,32.000000,5.641148,1.196172,369.000000,1.765550,33.720000,-118.070000,5.000010
3.562500,11.000000,4.517891,0.992467,2307.000000,4.344633,34.080000,-117.990000,1.410000
3.083300,27.000000,3.558400,0.988800,1594.000000,2.550400,34.020000,-118.410000,3.155000
1.703800,28.000000,4.598775,1.070444,1530.000000,2.343032,41.730000,-124.220000,0.783000
4.185000,36.000000,4.979592,0.987245,1156.000000,2.948980,34.220000,-118.510000,2.092000
1.746400,35.000000,3.218000,1.108000,1675.000000,1.675000,37.870000,-122.270000,2.167000
5.217700,15.000000,7.384449,1.016199,3166.000000,3.419006,38.720000,-121.250000,1.627000
4.005000,7.000000,4.966767,1.021148,1143.000000,3.453172,36.840000,-121.440000,1.804000
2.961900,27.000000,3.961486,1.103164,2083.000000,2.865199,33.830000,-118.310000,2.234000
5.954400,44.000000,6.127983,0.982646,1221.000000,2.648590,33.970000,-118.400000,3.772000
2.845600,40.000000,4.869919,1.086721,756.000000,2.048780,37.980000,-122.020000,1.655000
3.140600,33.000000,5.448584,1.014903,1698.000000,2.530551,37.970000,-121.350000,0.939000
3.159100,35.000000,5.382075,1.000000,924.000000,4.358491,34.040000,-117.960000,1.483000
3.706600,32.000000,4.279627,0.956059,2316.000000,3.083888,34.090000,-118.080000,2.068000
6.118300,19.000000,7.013274,0.982301,1344.000000,2.973451,38.660000,-121.260000,2.216000
2.065500,37.000000,4.684211,1.134503,1553.000000,4.540936,33.960000,-118.240000,0.934000
5.176900,18.000000,6.107807,1.052045,1134.000000,4.215613,32.700000,-117.020000,1.330000
3.454200,24.000000,5.475560,1.023422,2010.000000,2.046843,36.820000,-119.800000,1.212000
2.204500,41.000000,5.122222,1.188889,284.000000,3.155556,39.480000,-121.550000,0.418000
2.020800,43.000000,3.296296,0.666667,86.000000,3.185185,39.180000,-122.910000,0.725000
4.625000,39.000000,5.762452,1.072797,718.000000,2.750958,34.110000,-118.020000,2.190000
4.259900,35.000000,6.154167,1.026389,2304.000000,3.200000,34.410000,-118.900000,2.091000
5.123700,52.000000,5.782842,0.970509,1001.000000,2.683646,33.880000,-117.930000,2.400000
2.555300,16.000000,3.717870,1.111383,2592.000000,1.586291,32.740000,-117.140000,1.781000
4.232100,9.000000,6.357809,1.027972,3015.000000,3.513986,34.020000,-117.420000,1.628000
2.294600,18.000000,6.100271,1.382114,1032.000000,2.796748,39.170000,-123.540000,1.010000
1.902900,36.000000,3.721228,1.047315,3055.000000,3.906650,34.050000,-117.760000,0.980000
2.016100,52.000000,4.307325,1.030255,1355.000000,2.157643,37.770000,-122.440000,3.643000
15.000100,40.000000,9.600000,1.059459,1024.000000,2.767568,34.090000,-118.420000,5.000010
4.616100,30.000000,5.950920,1.094070,1270.000000,2.597137,33.750000,-117.820000,2.365000
3.238600,32.000000,3.948171,0.899390,1097.000000,3.344512,37.600000,-122.020000,1.496000
2.052400,31.000000,3.602094,1.068063,2461.000000,4.294939,33.970000,-118.140000,1.608000
1.815600,40.000000,2.500409,0.993459,3953.000000,3.232216,34.090000,-118.300000,2.188000
2.604200,46.000000,4.489564,1.091082,1647.000000,3.125237,37.790000,-122.220000,1.247000
6.019100,8.000000,6.347327,1.047525,15507.000000,3.070693,34.030000,-117.780000,2.539000
2.795500,31.000000,5.070064,1.140127,1561.000000,2.485669,37.680000,-122.140000,1.831000
3.906300,18.000000,5.740139,1.041763,1269.000000,2.944316,35.470000,-120.660000,1.848000
3.326600,28.000000,3.521020,1.021365,2313.000000,1.594073,34.020000,-118.500000,4.833000
3.961500,34.000000,5.597285,1.095023,671.000000,3.036199,34.190000,-118.560000,1.836000
3.320300,27.000000,5.867188,0.994792,1197.000000,3.117188,34.650000,-120.450000,1.347000
4.583300,36.000000,5.627451,1.037433,1842.000000,3.283422,33.770000,-117.930000,1.907000
3.089300,42.000000,4.686610,1.056980,1161.000000,3.307692,33.880000,-118.170000,1.627000
2.671100,24.000000,5.383420,0.984456,643.000000,3.331606,36.430000,-119.100000,0.713000
3.505200,52.000000,3.858245,1.045323,2129.000000,2.053038,37.760000,-122.420000,3.912000
12.538100,29.000000,6.888889,1.222222,50.000000,2.777778,33.960000,-117.440000,1.125000
2.502000,33.000000,4.686275,0.989542,1887.000000,2.466667,39.510000,-121.540000,0.621000
4.241500,41.000000,5.105016,1.064263,1237.000000,1.938871,34.120000,-118.340000,4.096000
4.559400,33.000000,5.351548,1.021858,1519.000000,2.766849,34.070000,-117.910000,2.042000
3.055000,6.000000,5.528000,1.034667,826.000000,2.202667,38.520000,-122.760000,2.241000
5.086700,24.000000,4.703868,1.112873,2713.000000,1.720355,34.020000,-118.520000,5.000010
2.661300,26.000000,5.190000,1.003333,986.000000,3.286667,38.490000,-121.490000,0.777000
5.012300,5.000000,6.490780,1.202837,2314.000000,3.282270,33.140000,-117.220000,2.104000
6.087300,19.000000,6.586142,1.066479,2824.000000,2.644195,33.460000,-117.650000,2.773000
6.160100,26.000000,6.395408,1.002551,1333.000000,3.400510,33.670000,-117.900000,2.661000
2.151300,8.000000,8.117845,1.558923,786.000000,2.646465,40.610000,-121.670000,0.804000
2.980300,30.000000,4.847826,1.075099,1753.000000,3.464427,34.210000,-118.400000,1.915000
3.134900,29.000000,4.321937,1.042735,1776.000000,2.529915,34.270000,-118.330000,2.302000
2.196400,30.000000,2.343915,0.899471,903.000000,4.777778,33.930000,-118.220000,1.250000
6.289300,16.000000,7.014354,0.937799,661.000000,3.162679,34.210000,-118.800000,2.827000
3.647400,26.000000,3.923077,0.998211,1186.000000,2.121646,34.150000,-118.110000,1.841000
1.482100,27.000000,4.230326,1.147793,1656.000000,3.178503,32.710000,-117.080000,0.862000
2.982100,29.000000,4.827160,1.037037,1815.000000,2.800926,34.340000,-119.220000,1.757000
5.990700,34.000000,4.978142,0.994536,750.000000,2.049180,33.820000,-118.380000,5.000010
4.189000,3.000000,7.489331,1.197013,9623.000000,3.422119,33.900000,-117.190000,1.430000
5.326900,19.000000,9.142857,1.214286,101.000000,3.607143,34.020000,-117.530000,3.750000
6.250300,2.000000,8.408163,1.188435,4438.000000,3.019048,38.660000,-121.130000,2.225000
5.783300,26.000000,6.198113,0.947170,1443.000000,2.722642,37.310000,-121.990000,3.396000
4.572900,22.000000,4.223827,1.054152,1141.000000,2.059567,33.920000,-118.410000,3.375000
7.891500,3.000000,7.799756,1.123321,2129.000000,2.599512,33.530000,-117.730000,4.206000
2.343800,18.000000,4.970395,1.036184,1062.000000,3.493421,38.610000,-121.480000,0.894000
3.089300,22.000000,4.732049,1.147110,2664.000000,4.665499,34.410000,-118.920000,1.734000
5.232900,33.000000,6.668213,1.062645,1239.000000,2.874710,34.130000,-118.020000,4.309000
3.709200,17.000000,5.141287,0.940345,2422.000000,3.802198,34.400000,-118.930000,1.905000
6.702700,8.000000,6.601411,1.024691,1633.000000,2.880071,37.760000,-121.970000,3.819000
4.387500,52.000000,6.275000,0.970833,478.000000,1.991667,32.770000,-117.110000,3.000000
2.812500,29.000000,6.078571,1.075000,914.000000,3.264286,36.460000,-119.690000,0.792000
2.625000,11.000000,3.600000,0.800000,150.000000,7.500000,34.020000,-118.480000,2.500000
3.150700,6.000000,4.838483,1.189607,2467.000000,3.464888,33.910000,-118.160000,1.440000
6.100900,15.000000,7.195652,1.060870,1104.000000,2.400000,33.340000,-117.190000,3.144000
4.015600,34.000000,5.471591,0.903409,392.000000,2.227273,38.140000,-122.260000,1.347000
6.299000,16.000000,7.628647,1.037135,1089.000000,2.888594,37.930000,-121.930000,2.869000
5.419000,6.000000,6.692552,1.064976,1747.000000,2.768621,38.730000,-121.280000,2.674000
3.187500,5.000000,5.378893,1.096886,1823.000000,3.153979,33.240000,-117.290000,1.538000
2.862100,31.000000,4.225108,1.019481,936.000000,2.025974,32.770000,-117.200000,1.969000
1.745000,39.000000,5.448071,1.044510,883.000000,2.620178,40.790000,-124.180000,0.705000
3.034700,21.000000,5.334884,1.111628,1306.000000,3.037209,36.770000,-121.700000,2.272000
1.987500,52.000000,3.187500,0.906250,54.000000,1.687500,34.320000,-118.350000,1.917000
3.609400,47.000000,5.820339,1.064407,868.000000,2.942373,34.190000,-118.150000,1.607000
4.830400,38.000000,5.216649,1.201708,1698.000000,1.812166,34.050000,-118.420000,5.000010
6.592800,28.000000,5.057307,1.117479,832.000000,2.383954,33.620000,-117.940000,4.391000
2.384600,32.000000,2.801556,1.034047,3646.000000,3.546693,34.080000,-118.300000,2.583000
3.646700,21.000000,4.642005,1.026253,1335.000000,3.186158,32.610000,-117.090000,1.130000
1.948500,27.000000,3.080423,1.028571,3559.000000,3.766138,33.970000,-118.190000,1.463000
3.625000,52.000000,2.222222,0.444444,74.000000,8.222222,38.510000,-121.470000,0.800000
2.244300,39.000000,3.044872,0.961538,1366.000000,4.378205,34.350000,-119.050000,1.466000
2.115100,43.000000,4.240000,1.143704,1878.000000,2.782222,33.980000,-117.370000,0.967000
4.090000,44.000000,4.719424,1.003597,668.000000,2.402878,34.270000,-119.270000,2.038000
3.160700,37.000000,4.523985,0.940959,1068.000000,3.940959,33.980000,-118.090000,1.722000
2.657300,29.000000,3.451128,1.077694,969.000000,2.428571,37.310000,-121.930000,2.528000
6.457600,33.000000,5.661327,1.080092,1268.000000,2.901602,34.150000,-117.970000,5.000010
4.572100,24.000000,5.339332,0.984576,1488.000000,3.825193,37.600000,-122.030000,2.147000
3.037500,21.000000,4.972270,1.032929,1471.000000,2.549393,32.820000,-117.170000,1.976000
1.414600,22.000000,4.314286,1.088095,1592.000000,3.790476,35.390000,-118.980000,0.491000
2.505200,23.000000,4.582697,1.055980,548.000000,1.394402,37.300000,-121.750000,1.337000
5.364900,32.000000,6.399240,1.038023,719.000000,2.733840,33.880000,-117.920000,2.436000
3.275000,48.000000,4.500000,1.089844,1273.000000,2.486328,37.760000,-122.480000,3.321000
2.802500,5.000000,4.947761,1.130597,1767.000000,3.296642,32.780000,-115.550000,0.843000
6.507800,45.000000,6.515571,0.951557,764.000000,2.643599,34.110000,-118.090000,4.148000
5.712100,27.000000,6.335347,0.981873,1217.000000,3.676737,33.730000,-117.970000,2.225000
5.403100,4.000000,5.445977,1.301149,996.000000,2.289655,33.450000,-117.600000,2.438000
2.218800,50.000000,4.925134,1.000000,420.000000,2.245989,40.880000,-124.090000,1.058000
3.212000,33.000000,5.684073,1.054830,891.000000,2.326371,38.000000,-120.390000,1.052000
2.964600,26.000000,4.285164,1.110469,3333.000000,2.140655,33.970000,-118.370000,1.798000
6.140700,52.000000,6.914286,1.050549,1143.000000,2.512088,37.790000,-122.490000,5.000010
5.449000,16.000000,6.822764,1.037398,1713.000000,2.785366,38.500000,-122.750000,2.521000
6.157500,52.000000,7.573333,1.213333,219.000000,2.920000,37.450000,-122.150000,5.000010
4.359400,23.000000,5.225573,1.033776,2461.000000,2.968637,37.560000,-122.020000,2.234000
3.343100,20.000000,6.383721,1.172093,1421.000000,3.304651,39.320000,-123.110000,1.375000
4.206100,16.000000,3.410494,1.092593,499.000000,1.540123,37.360000,-122.010000,2.536000
5.198500,30.000000,6.334129,1.019093,2114.000000,2.522673,34.000000,-118.040000,2.792000
4.937500,35.000000,6.148837,1.060465,1465.000000,3.406977,37.690000,-122.490000,2.770000
5.705100,35.000000,5.727273,0.997326,986.000000,2.636364,34.170000,-118.070000,3.260000
2.614700,11.000000,6.268139,1.146688,1610.000000,2.539432,39.820000,-121.630000,1.077000
3.650000,18.000000,4.421734,1.054334,1961.000000,2.536869,33.840000,-117.950000,1.714000
0.957300,19.000000,2.951220,1.000000,658.000000,16.048780,37.640000,-121.000000,1.625000
2.803100,34.000000,4.678988,1.052529,1342.000000,2.610895,34.070000,-117.130000,0.869000
5.429800,24.000000,6.174964,0.918919,1929.000000,2.743954,34.240000,-119.050000,2.796000
2.062500,52.000000,4.323353,1.026946,1154.000000,3.455090,34.010000,-118.300000,1.344000
4.215300,18.000000,6.114537,1.088106,1817.000000,2.668135,36.830000,-119.780000,0.952000
1.657500,35.000000,5.588652,1.436170,870.000000,3.085106,35.320000,-118.990000,0.595000
5.224900,39.000000,7.064426,1.064426,1113.000000,3.117647,34.120000,-118.040000,4.452000
2.321400,36.000000,3.725694,0.940972,1385.000000,4.809028,33.900000,-118.190000,1.048000
3.552100,19.000000,3.453801,1.046784,1914.000000,2.238596,33.820000,-118.190000,2.900000
4.975000,10.000000,4.708738,1.080097,763.000000,1.851942,34.100000,-118.180000,1.667000
2.666700,44.000000,4.541284,1.027523,277.000000,2.541284,37.680000,-121.770000,1.792000
4.032900,16.000000,5.827500,1.125000,1074.000000,2.685000,38.340000,-121.970000,1.268000
3.429100,6.000000,4.804158,1.065646,1982.000000,2.168490,38.610000,-121.490000,1.053000
5.178800,16.000000,5.245329,1.085297,4375.000000,3.554021,37.700000,-122.450000,2.670000
3.072900,34.000000,26.041096,5.397260,171.000000,2.342466,37.110000,-119.280000,1.446000
4.691200,50.000000,4.879845,0.982558,979.000000,1.897287,37.760000,-122.450000,5.000010
2.225000,37.000000,5.270115,1.129310,1198.000000,3.442529,34.140000,-117.340000,0.816000
