MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.181200,52.000000,5.701389,0.996528,692.000000,2.402778,33.730000,-118.310000,3.215000
4.447400,25.000000,6.342776,1.022663,928.000000,2.628895,38.030000,-122.260000,2.037000
2.659100,24.000000,5.244300,1.000000,748.000000,2.436482,40.570000,-122.340000,0.828000
4.006200,12.000000,5.693966,1.155172,661.000000,2.849138,39.220000,-120.940000,1.538000
4.096500,23.000000,4.596985,1.430151,1624.000000,1.632161,34.140000,-118.320000,5.000010
4.659100,29.000000,5.635593,1.241525,613.000000,2.597458,33.660000,-117.990000,3.531000
3.086500,52.000000,4.893855,0.949721,426.000000,2.379888,37.740000,-121.430000,1.198000
2.198500,36.000000,3.540335,1.109589,2635.000000,4.010654,33.800000,-118.190000,1.418000
3.560600,30.000000,4.851695,1.108051,1272.000000,2.694915,32.840000,-117.180000,1.651000
5.255100,13.000000,6.071429,0.989418,1284.000000,3.396825,34.040000,-117.670000,1.943000
2.360500,39.000000,4.005013,1.147870,1691.000000,4.238095,33.790000,-118.210000,1.418000
4.091100,19.000000,4.802099,1.061469,1761.000000,2.640180,33.880000,-118.110000,2.397000
2.625000,42.000000,4.152778,1.020833,312.000000,2.166667,34.100000,-118.250000,1.643000
5.155000,31.000000,5.030744,1.004854,1472.000000,2.381877,37.630000,-122.490000,2.639000
7.624500,21.000000,6.663823,0.994881,1528.000000,2.607509,36.550000,-121.700000,3.366000
4.982100,21.000000,4.487568,1.100541,2054.000000,2.220541,33.870000,-118.380000,2.929000
8.515300,40.000000,6.407266,0.925430,1564.000000,2.990440,34.070000,-118.480000,5.000010
3.662500,21.000000,4.481997,1.043372,3384.000000,2.769231,34.390000,-118.520000,2.281000
3.662000,8.000000,6.619926,1.018450,690.000000,2.546125,34.480000,-117.270000,1.653000
3.423700,4.000000,5.966887,1.171583,5145.000000,3.097532,33.810000,-117.220000,1.137000
3.111500,46.000000,5.167577,1.078324,1453.000000,2.646630,34.170000,-118.110000,2.346000
4.451900,26.000000,5.722397,0.943218,963.000000,3.037855,38.610000,-121.290000,1.105000
1.810900,29.000000,3.805223,1.192601,2994.000000,3.257889,33.790000,-118.190000,1.375000
11.056700,5.000000,9.636036,1.187387,1862.000000,3.354955,33.600000,-117.580000,4.954000
3.062500,42.000000,4.826667,0.993333,420.000000,2.800000,34.190000,-118.310000,3.617000
3.687500,27.000000,4.887550,1.074297,1623.000000,3.259036,34.110000,-117.890000,1.402000
1.328700,43.000000,4.036723,1.090395,1412.000000,3.988701,34.010000,-118.250000,1.072000
4.342600,11.000000,4.505764,1.017291,1594.000000,2.296830,33.920000,-117.950000,1.413000
2.500000,42.000000,4.977273,1.113636,526.000000,3.984848,33.930000,-118.250000,1.102000
2.883300,19.000000,6.750000,1.348684,424.000000,2.789474,39.310000,-123.150000,1.542000
2.600000,43.000000,4.734884,1.213953,736.000000,3.423256,34.120000,-117.300000,0.669000
2.531300,36.000000,6.261905,1.738095,88.000000,2.095238,38.150000,-121.990000,1.625000
2.992600,25.000000,4.634490,1.046638,2946.000000,3.195228,33.740000,-117.910000,1.832000
2.307700,41.000000,3.396985,1.085427,851.000000,4.276382,34.020000,-118.170000,1.406000
2.952400,31.000000,3.933793,1.020690,3100.000000,4.275862,34.060000,-118.100000,1.788000
5.181500,36.000000,5.569507,1.177130,792.000000,1.775785,33.710000,-118.140000,5.000010
4.668700,44.000000,5.782016,1.049046,1012.000000,2.757493,34.000000,-118.400000,3.443000
4.040300,16.000000,6.438813,1.133498,2284.000000,2.823239,35.180000,-120.570000,3.461000
5.346800,42.000000,6.364322,1.087940,957.000000,2.404523,37.160000,-121.980000,2.799000
6.466400,17.000000,6.860947,0.958580,1076.000000,3.183432,37.230000,-121.810000,2.783000
2.102300,12.000000,4.119907,1.011641,1987.000000,2.313155,33.940000,-117.450000,1.037000
2.911200,7.000000,5.460481,1.068729,4052.000000,3.481100,34.110000,-117.450000,1.217000
1.134600,17.000000,1.868074,1.027265,3915.000000,3.443272,34.060000,-118.270000,1.375000
