MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
3.521400,15.000000,3.049945,1.106548,1447.000000,1.605993,37.630000,-122.430000,1.442000
5.327500,5.000000,6.490060,0.991054,3464.000000,3.443340,33.690000,-117.390000,1.687000
3.100000,29.000000,7.542373,1.591525,1328.000000,2.250847,38.440000,-122.980000,1.621000
7.173600,12.000000,6.289003,0.997442,1054.000000,2.695652,33.550000,-117.700000,2.621000
2.054900,13.000000,5.312457,1.085092,3297.000000,2.244384,33.930000,-116.930000,0.956000
2.958300,50.000000,5.380282,1.117371,579.000000,2.718310,33.980000,-118.060000,1.726000
3.520000,23.000000,4.698217,1.034294,2202.000000,3.020576,34.140000,-118.010000,1.873000
2.718800,32.000000,5.511628,1.067829,1337.000000,2.591085,34.940000,-120.420000,1.337000
2.656300,26.000000,4.294893,1.123558,1401.000000,2.308072,37.680000,-122.080000,1.841000
1.694400,11.000000,21.372093,4.627907,69.000000,1.604651,40.190000,-121.080000,1.375000
3.413800,14.000000,6.012030,1.069173,1509.000000,2.269173,34.130000,-117.200000,1.267000
4.208300,44.000000,4.924051,1.000000,733.000000,3.092827,33.900000,-118.080000,1.683000
5.826900,16.000000,7.136986,1.000000,1099.000000,3.763699,38.350000,-121.950000,1.502000
5.879200,17.000000,5.510319,1.046904,1662.000000,3.118199,37.400000,-121.970000,2.555000
5.657300,19.000000,6.713080,1.177215,891.000000,3.759494,33.870000,-117.860000,2.160000
3.687500,18.000000,5.100000,1.231405,2164.000000,1.788430,34.170000,-119.230000,5.000010
3.758300,37.000000,5.661098,1.059666,1056.000000,2.520286,32.630000,-117.070000,1.455000
2.306800,23.000000,3.485057,1.050575,1977.000000,4.544828,33.970000,-118.160000,1.578000
3.241700,28.000000,4.698718,1.184295,1198.000000,1.919872,37.670000,-122.070000,2.108000
2.820300,27.000000,4.148265,1.138801,1414.000000,2.230284,37.650000,-122.090000,1.952000
1.903800,35.000000,4.155080,1.018717,1487.000000,3.975936,34.080000,-118.190000,1.395000
1.937500,40.000000,4.766892,0.959459,609.000000,2.057432,36.780000,-119.770000,0.677000
2.137500,23.000000,3.276371,1.092827,1988.000000,4.194093,33.760000,-117.980000,1.500000
4.116400,52.000000,5.485437,1.009709,994.000000,2.412621,37.730000,-122.160000,1.982000
8.488800,30.000000,5.954114,1.134494,1292.000000,2.044304,37.900000,-122.450000,5.000010
2.812500,52.000000,5.022989,1.206897,194.000000,2.229885,37.790000,-122.470000,5.000010
3.507600,39.000000,4.080000,1.069333,1074.000000,2.864000,34.030000,-118.480000,3.818000
5.564900,36.000000,6.420842,1.078156,1499.000000,3.004008,34.270000,-118.520000,2.712000
4.036200,33.000000,5.100935,1.026168,2223.000000,4.155140,33.780000,-117.910000,1.779000
2.663500,32.000000,4.155629,1.119205,782.000000,2.589404,32.790000,-116.970000,1.136000
4.389900,33.000000,4.812155,1.034991,3150.000000,5.801105,33.720000,-117.900000,1.807000
1.654800,35.000000,4.879418,1.093555,1676.000000,3.484407,36.750000,-119.760000,0.494000
4.034500,25.000000,5.466125,0.967480,1063.000000,2.880759,33.700000,-117.990000,2.294000
2.384900,11.000000,4.983529,1.034118,2410.000000,2.835294,37.590000,-120.960000,1.220000
2.461800,42.000000,5.047112,1.045593,1346.000000,2.045593,38.540000,-121.430000,1.013000
2.220600,50.000000,5.350877,1.080702,661.000000,2.319298,41.730000,-122.640000,0.632000
3.097200,33.000000,3.781818,1.027273,987.000000,4.486364,34.020000,-118.180000,1.250000
5.726800,23.000000,6.009009,1.027027,1560.000000,2.810811,33.990000,-117.970000,3.003000
2.464300,27.000000,3.848665,1.053412,776.000000,2.302671,32.800000,-117.230000,2.444000
4.072600,38.000000,4.666667,0.976019,975.000000,2.338129,37.540000,-122.310000,3.854000
2.914500,21.000000,6.498771,1.140049,1245.000000,3.058968,36.190000,-119.120000,1.142000
1.110800,41.000000,4.473611,1.184722,1959.000000,2.720833,37.820000,-122.270000,0.975000
4.020800,43.000000,5.949198,1.048128,890.000000,2.379679,35.400000,-118.990000,0.904000
3.741300,24.000000,5.555556,1.034608,1743.000000,3.174863,38.030000,-121.310000,1.053000
4.775500,36.000000,5.956332,1.010917,2761.000000,3.014192,37.660000,-122.450000,2.807000
3.486100,17.000000,17.300000,6.500000,51.000000,2.550000,37.940000,-119.570000,1.375000
4.726600,38.000000,6.104918,1.045902,975.000000,3.196721,33.980000,-118.060000,1.776000
3.386900,30.000000,5.135385,0.966154,837.000000,2.575385,36.550000,-119.390000,0.804000
5.185700,18.000000,6.274074,1.022222,1276.000000,3.150617,38.800000,-121.180000,2.201000
5.620500,19.000000,7.232301,1.068584,1383.000000,3.059735,37.130000,-121.670000,3.008000
10.145400,26.000000,8.171220,1.009107,1598.000000,2.910747,33.630000,-117.900000,5.000010
1.971900,42.000000,3.694581,1.032841,2588.000000,4.249589,34.030000,-118.190000,1.342000
9.346400,25.000000,8.362530,1.041363,1198.000000,2.914842,37.280000,-122.020000,5.000010
2.002500,32.000000,4.535966,1.057828,2639.000000,3.722144,35.670000,-119.240000,0.547000
4.946400,12.000000,6.135593,0.994350,1013.000000,2.861582,36.300000,-119.330000,1.156000
2.798900,27.000000,5.922179,1.099222,1583.000000,3.079767,38.520000,-121.980000,1.267000
3.652300,28.000000,5.551546,1.061856,2086.000000,2.688144,38.020000,-122.100000,1.597000
3.431800,31.000000,5.199187,1.040650,1164.000000,2.365854,32.830000,-117.220000,2.004000
4.425900,6.000000,4.114130,1.057065,1531.000000,2.080163,37.560000,-122.010000,1.580000
7.290500,23.000000,6.401664,1.031491,3895.000000,2.314320,37.890000,-122.470000,5.000010
8.233500,37.000000,5.098468,0.949672,846.000000,1.851204,34.110000,-118.330000,4.302000
2.298900,26.000000,4.484112,1.168224,2654.000000,4.960748,33.700000,-116.200000,0.606000
3.862500,31.000000,4.921687,1.114458,939.000000,2.828313,37.060000,-122.070000,2.323000
1.993700,33.000000,3.879237,1.029661,1625.000000,3.442797,34.060000,-117.760000,1.036000
5.076400,24.000000,5.455069,1.100230,2600.000000,2.995392,33.820000,-117.940000,2.286000
3.044100,20.000000,4.493250,1.076843,2296.000000,2.384216,34.090000,-117.910000,1.854000
5.270000,26.000000,5.721101,0.968807,1546.000000,2.836697,34.120000,-117.820000,2.094000
