MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.590900,16.000000,5.475877,1.096491,1357.000000,2.975877,33.630000,-117.710000,2.418000
3.654800,29.000000,4.643454,0.991643,2919.000000,4.065460,34.300000,-118.420000,1.803000
2.000000,44.000000,5.053333,1.044444,747.000000,3.320000,33.920000,-118.250000,0.926000
6.043300,20.000000,6.470756,1.009986,1812.000000,2.584879,38.070000,-122.410000,4.359000
6.617000,14.000000,7.108481,0.998028,3097.000000,3.054241,33.080000,-117.250000,2.852000
0.971000,12.000000,3.499371,1.354717,1968.000000,2.475472,33.750000,-117.870000,1.025000
2.512900,19.000000,5.186207,1.032184,1469.000000,3.377011,37.380000,-120.640000,0.846000
3.850500,10.000000,5.412126,1.045673,9716.000000,2.595085,34.130000,-117.590000,1.696000
3.553200,36.000000,4.534946,1.000000,950.000000,2.553763,37.680000,-121.770000,1.584000
4.180600,28.000000,6.317739,1.038986,1334.000000,2.600390,32.830000,-117.210000,1.996000
1.254200,42.000000,3.253571,1.135714,1372.000000,2.450000,38.580000,-121.510000,0.760000
3.515600,52.000000,4.496183,1.007634,288.000000,2.198473,37.870000,-122.280000,2.000000
5.958200,18.000000,7.485477,1.178423,600.000000,2.489627,37.940000,-122.520000,5.000010
3.666700,31.000000,5.581056,1.047359,1476.000000,2.688525,32.840000,-117.180000,1.759000
3.884600,52.000000,5.305835,1.084507,1159.000000,2.331992,37.740000,-122.430000,3.331000
5.649400,34.000000,6.131646,0.936709,1010.000000,2.556962,37.280000,-121.930000,3.762000
3.725000,30.000000,3.330754,0.947776,1057.000000,2.044487,37.390000,-122.090000,2.613000
2.632400,35.000000,4.173745,1.027027,691.000000,2.667954,32.790000,-116.960000,1.337000
4.102900,52.000000,5.632022,1.008427,847.000000,2.379213,37.790000,-122.460000,5.000010
3.598200,15.000000,4.462562,0.996672,1520.000000,2.529118,38.010000,-121.350000,0.944000
3.312500,44.000000,5.033520,1.000000,473.000000,2.642458,34.180000,-118.380000,1.864000
4.551000,12.000000,6.451314,1.035549,1882.000000,2.908810,38.480000,-122.740000,1.783000
1.361500,43.000000,3.718686,1.053388,2123.000000,4.359343,34.020000,-118.210000,1.333000
5.852100,30.000000,4.881494,0.899351,1551.000000,2.517857,37.300000,-122.030000,3.263000
4.686400,35.000000,6.450495,1.106436,1555.000000,3.849010,34.290000,-118.440000,1.938000
3.157600,45.000000,3.963925,1.008658,1320.000000,1.904762,37.780000,-122.450000,3.333000
3.842700,35.000000,5.471311,1.010246,1196.000000,2.450820,33.930000,-118.110000,2.835000
2.186600,29.000000,2.633094,1.035971,691.000000,2.485612,34.100000,-118.330000,2.500000
6.022600,16.000000,6.901554,1.015544,640.000000,3.316062,32.980000,-117.040000,1.929000
